Best,Mean,Worst
14333.324221363835,14583.4953637291,14913.241902880245
14304.439979635405,14468.092830104928,14688.442985246482
14304.439979635405,14398.035619796636,14610.699153517293
14301.06442102938,14359.511813647981,14419.438795833556
14300.833711700514,14344.126849759603,14413.150663474287
14297.5571125344,14326.364888627057,14400.577703534696
14297.5571125344,14313.73829321297,14393.305307097817
14297.5571125344,14301.892077553504,14317.28957506563
14297.5571125344,14299.365055773178,14302.525997282473
14297.5571125344,14298.112702107337,14301.652909214694
14297.5571125344,14562.41268928382,14876.553012975282
14297.5571125344,14495.499009797297,14876.553012975282
14297.5571125344,14422.360609621805,14638.78527357547
14297.5571125344,14378.719562024708,14501.318816548146
14297.5571125344,14353.276271484583,14445.065881019425
14297.5571125344,14616.604931020152,14994.885189737719
14297.5571125344,14454.05345321011,14684.160713425323
14297.5571125344,14419.400784474865,14650.76625796264
14297.5571125344,14368.420907365533,14650.76625796264
14297.5571125344,14328.40843620034,14361.71032247338
