Best,Mean,Worst
13424.21817259224,13647.720589838387,14228.285011179823
13310.671150853197,13515.15219328682,14003.808019502896
13304.018147437204,13470.717154101654,13933.449842011458
13303.500245036412,13417.541531758357,13932.626340248798
13303.500245036412,13396.73576028303,13850.721640899612
13302.809166287052,13355.00908289155,13459.510100197669
13302.809166287052,13335.495084121187,13459.510100197669
13302.730318196522,13327.703290550504,13459.510100197669
13302.730318196522,13326.945924378053,13459.510100197669
13302.730318196522,13326.359220738785,13459.510100197669
13302.730318196522,13318.750778002795,13446.78036308058
13302.730318196522,13311.372175911358,13446.78036308058
13302.730318196522,13303.987203859457,13306.830464100824
