Best,Mean,Worst
323.8298493984556,342.70044249079393,373.7548942643902
319.2132959369042,328.33759137949306,345.53078548580424
315.34116520170596,321.2858098323231,336.423147343252
313.9297906116659,318.2530892764587,336.423147343252
312.7786518827953,316.162169580799,322.8404951990603
311.99481656367476,314.69537918286295,321.5744155012492
310.84541470348626,313.46803224943403,317.38844314870016
310.78808040013433,311.87725909188686,313.49710657909185
310.78808040013433,311.4518226871355,313.3206376615056
310.78808040013433,311.06672394567215,312.5582167097856
310.78808040013433,310.99496976544367,312.5582167097856
310.78808040013433,310.9433975556249,312.5582167097856
310.78808040013433,310.7893096506827,310.80423361545996
