Best,Mean,Worst
4424282531919921.5,4447708837654336.0,4448941801114042.0
4045552352417201.5,4403671002405533.5,4448941801114042.0
4045552352417201.5,4242315222926797.0,4448941801114042.0
4045552352417201.5,4085891297286885.0,4448941801114042.0
4045552352417201.5,4065721824852042.5,4448941801114042.0
4045552352417201.5,4385967456890103.0,4448941801114042.0
4045552352417201.5,4301590676771617.0,4448941801114042.0
4045552352417201.5,4160404369727722.5,4448941801114042.0
4045552352417201.5,4045552352417201.0,4045552352417201.5
4045552352417201.5,4426306401759787.0,4448941801114042.0
4045552352417201.5,4362099094076142.5,4448941801114042.0
4045552352417201.5,4199510351137701.0,4448941801114042.0
4045552352417201.5,4064488861392337.0,4424282531919921.5
4045552352417201.5,4064488861392337.0,4424282531919921.5
