Best,Mean,Worst,Diversity
325261.6882461447,325575.1848609383,327700.2544770681,98611.18344017596
325240.51277839235,325574.12608755066,327700.2544770681,99013.51732747018
325240.51277839235,325435.2764812816,327264.01408492395,52187.145763485576
325240.51277839235,325417.5316559121,327264.01408492395,48422.88003995322
325240.51277839235,325313.54157046526,325445.75483251753,11713.306928820966
325240.51277839235,325297.0872321674,325370.3523474032,8926.772223910317
325240.51277839235,325274.7180501015,325337.79005928314,5219.036257436324
325240.51277839235,325260.28589958063,325277.06522602635,1684.493676335027
325240.51277839235,325257.29474170355,325269.4641307591,1632.2380370415049
325240.51277839235,325251.5850523587,325265.44418448216,1842.0500996146584
325240.51277839235,325248.76570267644,325263.99974255334,1523.1189547745162
325240.51277839235,325245.9292626518,325253.793181985,1058.1289821731043
325240.51277839235,325243.90521157783,325252.1607320034,790.0398305790732
325240.51277839235,325242.01291438553,325244.8963938024,346.1325854623574
325240.51277839235,325241.43682601687,325244.6442743484,238.12618872727035
325240.51277839235,325241.09792499116,325242.82651951525,152.15787025826285
325240.51277839235,325240.82450642483,325242.48989900236,96.31338219245663
325240.51277839235,325240.55167374626,325241.0462196483,14.122353481478058
325240.51277839235,325240.51350117737,325240.5223589856,0.26490809250390157
325240.51277839235,325240.5127783923,325240.51277839235,0.0
