Best,Mean,Worst
3138543.3164792545,3138745.2935069436,3138910.5474386914
3138543.3164792545,3138653.4857670846,3138910.5474386914
3138543.3164792545,3138561.6780272247,3138910.5474386914
3138543.3164792545,3138561.6780272247,3138910.5474386914
3138543.3164792545,3138543.316479253,3138543.3164792545
3138543.3164792545,3138800.3781508603,3138910.5474386914
3138543.3164792545,3138690.2088630283,3138910.5474386914
3138543.3164792545,3138580.039575197,3138910.5474386914
3138543.3164792545,3138561.6780272247,3138910.5474386914
3138543.3164792545,3138543.316479253,3138543.3164792545
3138543.3164792545,3138763.6550549157,3138910.5474386914
3138543.3164792545,3138598.401123169,3138910.5474386914
3138543.3164792545,3138561.6780272247,3138910.5474386914
3138543.3164792545,3138543.316479253,3138543.3164792545
