Best,Mean,Worst,Diversity
87.22476811594203,87.33412014370963,87.5372024809924,28.43152721958448
87.22476811594203,87.27163327069954,87.5372024809924,15.934152617569325
87.22476811594203,87.224768115942,87.22476811594203,0.0
87.22476811594203,87.31849842545712,87.5372024809924,26.24448666423183
87.22476811594203,87.25601155244703,87.5372024809924,11.247637141813641
87.22476811594203,87.24038983419452,87.5372024809924,5.936252935957199
87.22476811594203,87.224768115942,87.22476811594203,0.0
87.22476811594203,87.33412014370963,87.5372024809924,28.43152721958448
87.22476811594203,87.2403898341945,87.5372024809924,5.936252935957199
87.22476811594203,87.224768115942,87.22476811594203,0.0
