Best,Mean,Worst,Diversity
468.30182504572934,501.70770527476424,521.2035269658818,10810.431667075478
468.30182504572934,490.30172473504064,510.3284748681653,8594.416678555175
468.30182504572934,485.61421340720744,504.47531867062605,8180.028891108937
468.30182504572934,480.39088717111747,504.47531867062605,6444.827991045838
468.22935026453547,475.82448963012223,490.1581770401972,4138.568018043784
467.3751773521102,473.18345223513023,483.28132176300545,3670.914473034245
467.3751773521102,470.8442083902397,481.88023347682014,2538.8972236103837
467.20637248082664,468.93302539415316,475.6160969015422,1213.0317366299776
467.20637248082664,468.17966241097383,470.1004328311292,701.8818829455427
467.20637248082664,467.84699887165397,469.66843284975715,458.45810675639774
467.20637248082664,467.5809834995788,469.66843284975715,266.46571199411636
467.20637248082664,498.69991873042744,525.0089618494972,3410.329865143225
467.20637248082664,486.5136890480715,519.7697959731754,2303.6889473651213
467.20637248082664,481.1715900137111,492.7658646299147,1414.8928786612487
467.20637248082664,476.93417478787705,486.91991407960984,999.6004965540106
467.20637248082664,474.5661732977069,482.040621308967,939.8126537409323
467.20637248082664,494.4744464423111,514.5719099317207,775.8226561505792
467.20637248082664,482.7471069374733,495.8744782802826,430.7742021733336
467.20637248082664,476.7335440649901,489.16268929533965,422.93887934603015
467.20637248082664,473.4295726735316,479.93124205611247,284.27848062564846
467.20637248082664,468.56993320865496,475.89037235426224,92.72244575706173
