Best,Mean,Worst,Diversity
377.2437184630731,394.6762599378793,414.47422258637914,2500.2791659291624
372.247619092372,383.6912512565921,395.6074841505505,1532.1669802863833
369.2154968059525,376.7229385554476,384.96785144424774,917.8301088176986
369.2154968059525,375.2477511478344,381.2671331546406,853.3336567132428
369.2154968059525,371.9754058006788,376.1269409979206,388.5578901352474
368.3378669449992,370.75126107336604,374.9514758867186,386.137085890597
368.3378669449992,370.12263736983226,372.37124997152864,284.43349097466034
368.3133619679154,369.580131513938,371.8426360895054,219.41351616483337
368.0909627655158,369.2662001180648,371.09438416527655,179.37624145776658
368.0909627655158,369.0489653808219,370.61561543125106,154.43154963756297
367.9497039417971,368.68147794464085,369.45075768590004,88.48759185945812
367.88613371943734,368.46888568836033,368.9755971666556,71.63914158493799
367.875354035579,368.2231034939344,368.76017425158943,69.86458429260881
367.8617628989231,368.1300061470136,368.60741051495256,53.30352143315105
367.61833734828986,367.9867046153325,368.33859236053195,36.794868102869714
367.61833734828986,367.91657346314196,368.33859236053195,29.002578148301893
367.61833734828986,367.83373556995065,368.1576611170126,21.083174598880532
367.5958043416315,367.7413407148441,367.88613371943734,22.89508307456549
367.5958043416315,367.69107004740647,367.85339353810434,17.61277725149273
367.5958043416315,367.65443596500734,367.83078486442236,11.27719582828405
367.5852786572799,367.6189767184125,367.72378880012053,4.56119327090272
367.5852786572799,367.6072922491591,367.6288630326415,2.9195531044588847
367.5852786572799,367.5943211335347,367.6288630326415,2.182290779535208
367.5637412290095,367.584177482888,367.5958043416315,1.154272054391413
367.5637412290095,367.57774055738525,367.5852786572799,1.959905972605668
367.5637412290095,367.5691255860771,367.5852786572799,1.6153071202793967
367.5637412290095,367.56804871466363,367.5852786572799,1.3783954093050852
367.5637412290095,367.56374122900957,367.5637412290095,0.0
