Best,Mean,Worst
323354.8984385719,323882.97136266343,324907.75560623617
323331.1556410446,323734.82880400575,324121.54938362667
323318.7916827566,323584.822644857,324047.4381044932
323318.7916827566,323478.9639286216,324035.4392672475
323318.7916827566,323401.8280450813,324035.4392672475
323318.7916827566,323328.84893907537,323385.53030983155
323318.7916827566,323816.3730848965,324051.6080109088
323318.7916827566,323614.6599269908,324043.44885781704
323318.7916827566,323545.6243084935,324023.83474721515
323318.7916827566,323477.4447413868,324023.83474721515
323318.7916827566,323368.975628433,323993.0094934235
323318.7916827566,323765.4864004384,324092.0922969085
323318.7916827566,323658.4415608038,324092.0922969085
323318.7916827566,323543.1946001699,324051.6080109088
323318.7916827566,323440.2191737552,324048.7706793385
323318.7916827566,323324.4805403661,323343.8948300848
