Best,Mean,Worst
4430597.41103896,4685985.128226914,4999435.295997034
4430597.41103896,4537242.109440824,4963820.903048273
4430597.41103896,4430597.41103896,4430597.41103896
4430597.41103896,4666563.076852256,4963820.903048273
4430597.41103896,4553904.978050621,4963820.903048273
4430597.41103896,4475627.563227651,4963820.903048273
4430597.41103896,4430597.41103896,4430597.41103896
4430597.41103896,4606882.3141345065,4963820.903048273
4430597.41103896,4491945.418720402,4922798.461138826
4430597.41103896,4430597.41103896,4430597.41103896
