Best,Mean,Worst
13138.427033185153,13421.72401544682,14186.143450916523
13135.74776400789,13247.17010657808,13904.13041523786
13134.126710417386,13149.619213230038,13260.18750493095
13134.126710417386,13138.020026354041,13143.869686297749
13134.070126928285,13136.167689723774,13141.09433492611
13133.223796167658,13135.566372808305,13141.09433492611
13130.3814154506,13134.124167073536,13137.344317969484
13129.877383730134,13133.365028994653,13136.93495476248
13129.877383730134,13132.889456099609,13135.727918151082
13129.877383730134,13132.631693136229,13135.727918151082
13129.877383730134,13132.106507156195,13135.354572691627
13129.877383730134,13131.17478950704,13134.070126928285
13129.877383730134,13130.950771115697,13134.070126928285
