Best,Mean,Worst
324062.49462955934,324303.3626503975,326956.22186515195
324062.49462955934,324150.1380035643,324190.92033239827
324062.49462955934,324124.91136724094,324177.42818278517
324062.49462955934,324089.6334683536,324175.2590637842
324062.49462955934,324067.0383441671,324094.6902205183
324062.49462955934,324131.2821596028,324190.92033239827
324062.49462955934,324116.7151836464,324179.1600994971
324062.49462955934,324094.62661256373,324179.1600994971
324062.49462955934,324077.30687705684,324157.7633772555
324062.49462955934,324064.9388011892,324078.2268046163
324062.49462955934,325022.35795913724,327164.84698893566
324062.49462955934,324279.09644833236,327095.03539603227
324062.49462955934,324112.3962162545,324190.92033239827
324062.49462955934,324082.51245728566,324179.1600994971
324062.49462955934,324069.24702853087,324150.34608382196
