Best,Mean,Worst
13091.751686467274,13349.311135887658,13784.724778491734
13083.609698204928,13248.56225505627,13591.287012453562
13083.609698204928,13172.182716839181,13419.264746620544
13083.609698204928,13116.48315667464,13191.367443935244
13083.609698204928,13099.447353645448,13191.367443935244
13065.005019648097,13300.759632948913,13587.499749091732
13065.005019648097,13177.374707223691,13548.548585096542
13065.005019648097,13130.536364110976,13377.032218465778
13065.005019648097,13118.043221368987,13375.920229447007
13065.005019648097,13085.196840103488,13149.743037330798
13065.005019648097,13327.638313262438,13897.478241552304
13065.005019648097,13139.789300211638,13337.783773090683
13063.894506676683,13122.797199160335,13337.783773090683
13063.692456738709,13091.962787392838,13147.528751925583
13063.692456738709,13079.59041774822,13109.189845578334
13063.692456738709,13074.307338686858,13091.751686467274
13063.692456738709,13070.136148583613,13091.751686467274
