Best,Mean,Worst
11738.418196984192,12068.458779908044,12761.561931745537
11738.418196984192,11859.085403473306,12140.163585098462
11738.418196984192,11761.552449238561,12002.185325656472
11738.107976021032,11744.629376372859,11758.925379390832
11737.828031513356,11739.776941816475,11749.546760298203
11737.468974047813,11739.059316809065,11745.947338713388
11737.468974047813,11738.00985418072,11739.613860585965
11737.468974047813,11737.633658723833,11738.1978240497
11737.468974047813,11737.55531951984,11738.1978240497
11737.468974047813,11737.500924146469,11738.107976021032
11737.468974047813,11737.46897404781,11737.468974047813
