Best,Mean,Worst
12407.29114006326,12780.335197157805,13299.209735959288
12407.29114006326,12675.426034535458,13297.184050914977
12406.900940424024,12550.706449842759,13256.778004046086
12402.047757436638,12469.10877359172,12707.040963178124
12397.284016050206,12430.099114354762,12691.318433346774
12397.284016050206,12415.54007752802,12687.302634295844
12397.284016050206,12413.88353829447,12687.302634295844
12397.284016050206,12413.481731073207,12687.302634295844
12397.284016050206,12413.006737338881,12687.302634295844
12397.284016050206,12412.346860340218,12681.491210298907
