Best,Mean,Worst
322379.1564151223,322983.06116110954,323484.29598070844
322379.1564151223,322968.9149215295,323459.788351966
322370.5612011558,322793.40660283284,323459.788351966
322365.26785785845,322601.38387682533,323459.788351966
322365.26785785845,322540.9865123643,323459.788351966
322365.26785785845,322440.56734990486,323325.34847413085
322365.03978085535,322392.66583472135,322581.13892925694
322365.03978085535,322368.7412564213,322379.0909958537
322365.03978085535,322367.41597964347,322376.09785358957
322362.004823051,322365.8028467868,322370.97474691854
322362.004823051,322365.78875156783,322370.97474691854
322362.004823051,322365.50396807137,322370.97474691854
322362.004823051,322364.94208625745,322370.5612011558
322362.004823051,322363.67152162554,322365.9944379202
322362.004823051,322363.1598326203,322365.9944379202
