Best,Mean,Worst
3560667554081187.0,3560667554081186.0,3560667554081187.0
2478368370594084.5,3452437635732476.0,3560667554081187.0
2478368370594084.5,3235977799035055.5,3560667554081187.0
2478368370594084.5,2911288043988926.0,3560667554081187.0
2478368370594084.5,2640713248117150.5,3560667554081187.0
2478368370594084.5,2532483329768440.5,3560667554081187.0
2478368370594084.5,3506552594906831.0,3560667554081187.0
2478368370594084.5,3398322676558121.0,3560667554081187.0
2478368370594084.5,2965403003163282.0,3560667554081187.0
2478368370594084.5,2694828207291506.5,3560667554081187.0
2478368370594084.5,2478368370594085.0,2478368370594084.5
