Best,Mean,Worst
11760.45814676125,12184.751048673663,12868.820821389803
11760.45814676125,11962.706638503549,12310.471481022223
11760.383984888462,11903.635262198499,12310.471481022223
11760.383984888462,11821.442189828262,12176.248912781639
11760.383984888462,11779.230692470263,12042.923917352338
11760.383984888462,11763.106682182339,11770.373283599329
11760.383984888462,12088.640718425606,12687.70717265742
11760.383984888462,11903.27995484108,12561.5997633323
11760.383984888462,11840.899401930288,12064.218819508398
11760.383984888462,11787.39964197303,11904.369336972368
11760.383984888462,11764.122445583042,11770.896381373572
11760.383984888462,12102.749402228133,12731.790199782208
11760.383984888462,11920.768720021344,12367.01458292604
11760.383984888462,11884.264820730452,12367.01458292604
11760.383984888462,11808.555026356375,12059.611285158757
11760.383984888462,11763.945923220474,11782.169097781842
