Best,Mean,Worst
474.6320190905824,503.35707649041217,521.2035269658818
474.6320190905824,490.82310512924266,501.28029087323534
471.53455865391214,481.55218718076867,497.28286769403957
471.53455865391214,477.6833946479557,488.38330784713355
468.59304697166743,475.20032935538245,483.4913017940681
468.5201151235561,472.37838276732,477.9729015178695
467.3501289087211,469.98818387451036,474.56835596489344
467.1182181683081,468.7094027015438,472.6913464189512
467.1182181683081,468.012282110997,471.53455865391214
467.0881696287412,467.385511253446,467.7604675834085
467.0533117169196,467.22320908991304,467.52006435970833
467.0533117169196,467.16217723614426,467.3770534895135
467.0533117169196,467.1413007331266,467.3770534895135
467.0533117169196,467.1328726266196,467.3770534895135
467.0533117169196,495.5445557126219,514.0695335473491
467.0533117169196,485.3268166151287,504.0936097925061
467.0533117169196,479.8457316299367,500.5325844194576
467.0533117169196,476.4411620813431,485.85490533202324
467.0533117169196,472.1496863428121,480.21107055791526
467.0533117169196,501.75695882261317,523.2623435828259
467.0533117169196,488.70039363745525,499.3778442195658
467.0533117169196,484.0336719140479,493.97827260176456
467.0533117169196,479.6234209321159,491.7421040590496
467.0533117169196,476.86349258717445,486.29030903833376
