Best,Mean,Worst
11691.064966227008,12004.933360843255,13009.790788242624
11691.064966227008,11834.750006772669,12086.06021689234
11691.032176476288,11751.912506086566,11940.150411692526
11690.928346648012,11704.708173834175,11911.798304908823
11690.561694067268,11703.169372303815,11911.798304908823
11690.561694067268,11691.063116400695,11693.09310854339
11690.52890431655,11690.869102220704,11691.173463433828
11690.52890431655,11690.808476345508,11691.173463433828
11690.52890431655,11690.74791285877,11691.059911756842
11690.52890431655,11690.712329083797,11691.059911756842
11690.52890431655,12031.556306264796,12705.0950253344
11690.52890431655,11836.424023321037,12388.75042380308
11690.52890431655,11734.34965506568,12072.15619792863
11690.52890431655,11711.030997689813,11866.110180420808
11690.52890431655,11693.110831612055,11701.524551467543
11690.52890431655,12012.704544479593,12716.898608215875
11690.52890431655,11842.638387362382,12075.804944406756
11690.52890431655,11759.16535419951,12022.972193807054
11690.52890431655,11705.648161439527,11929.545509388598
11690.52890431655,11692.336577352118,11695.604925406953
