Best,Mean,Worst
3626358.24866196,3752000.503966324,3834214.010044812
3626358.24866196,3702749.7086897506,3830824.7066941364
3626358.24866196,3654936.044329164,3830824.7066941364
3626358.24866196,3629417.3274562256,3687539.8245472787
3626358.24866196,3626358.24866196,3626358.24866196
3626358.24866196,3782501.007503616,3830824.7066941364
3626358.24866196,3709891.660673543,3830824.7066941364
3626358.24866196,3662100.288436507,3830824.7066941364
3626358.24866196,3626358.24866196,3626358.24866196
3626358.24866196,3731384.392995572,3830824.7066941364
3626358.24866196,3678977.820615525,3830824.7066941364
3626358.24866196,3655472.0960180415,3825947.2796303025
3626358.24866196,3626358.24866196,3626358.24866196
