Best,Mean,Worst
3230520.681199044,3230690.7114186063,3230860.7416381687
3230520.681199044,3230554.6872429564,3230860.7416381687
3230520.681199044,3230520.681199044,3230520.681199044
3230520.681199044,3230639.7023527375,3230860.7416381687
3230520.681199044,3230588.6932868687,3230860.7416381687
3230520.681199044,3230537.6842210004,3230860.7416381687
3230520.681199044,3230520.681199044,3230520.681199044
3230520.681199044,3230622.6993307816,3230860.7416381687
3230520.681199044,3230605.696308825,3230860.7416381687
3230520.681199044,3230554.6872429564,3230860.7416381687
3230520.681199044,3230520.681199044,3230520.681199044
