Best,Mean,Worst,Diversity
33040.28289361922,33266.20142454228,33999.99239565222,49554.937995041204
33040.28289361922,33173.81122719534,33519.038446779174,28306.663406775828
33040.0602251675,33081.750469153405,33424.61098556454,13124.501483079177
33039.1107070812,33050.64392054439,33160.09419721192,3309.279006865974
33039.1107070812,33042.996033102616,33052.039721540496,802.3977345025196
33039.1107070812,33041.78315610461,33052.039721540496,628.4109887630766
33039.1107070812,33040.01506770266,33041.18305274895,105.72986433492042
33039.1107070812,33395.18923746841,33928.162390198835,67955.08026759364
33039.1107070812,33188.99600949018,33851.244682168195,34858.684867956414
33039.1107070812,33072.71117922249,33176.53201230946,7463.7267157556635
33039.1107070812,33053.35516400974,33097.57581646218,2859.6548541093216
33039.092020738695,33045.92544159176,33068.17147005696,1791.8307377045421
33039.092020738695,33043.46872200512,33054.94349921186,1127.4849468877437
33039.092020738695,33040.51417381862,33053.51527374014,401.02845866374264
33039.092020738695,33039.54348133666,33041.57937314187,115.77794763376733
33039.092020738695,33428.14845397566,34162.78382435082,69337.45349562034
33039.092020738695,33189.809614640864,33908.435108986705,38628.38272700221
33039.092020738695,33116.29964684039,33639.66249108499,22962.36207465577
33039.092020738695,33050.33083787591,33099.88545351803,3080.456674009598
33039.092020738695,33041.7062590357,33057.459140014136,614.8468292206016
