Best,Mean,Worst
3749340383677633.5,3749340383677633.0,3749340383677633.5
3336657424308942.5,3708072087740764.0,3749340383677633.5
3336657424308942.5,3625535495867025.5,3749340383677633.5
3336657424308942.5,3501730608056419.0,3749340383677633.5
3336657424308942.5,3419194016182681.0,3749340383677633.5
3336657424308942.5,3357291572277378.0,3749340383677633.5
3336657424308942.5,3728706235709198.5,3749340383677633.5
3336657424308942.5,3687437939772329.5,3749340383677633.5
3336657424308942.5,3541721161350622.5,3749340383677633.5
3336657424308942.5,3459184569476885.0,3749340383677633.5
3336657424308942.5,3336657424308943.5,3336657424308942.5
