Best,Mean,Worst
12757.678329545237,13126.955810001911,13575.560052948425
12757.678329545237,13036.873315728577,13514.208167270537
12752.24184847162,12881.773118756504,13512.13899312032
12752.24184847162,12772.934228195178,12945.071031201896
12751.279084790465,12758.996046828832,12769.083157215391
12750.331361313332,12755.323581502566,12760.648376563322
12750.331361313332,12753.713754893015,12760.648376563322
12750.04406880221,12751.983981329298,12759.191249911091
12750.04406880221,12751.199954583104,12754.574404543338
12750.04406880221,12750.345174708502,12751.72089351235
12750.04406880221,12750.115891929987,12750.331361313332
12750.04406880221,13281.199491533978,14171.929148258343
12750.04406880221,13003.800459421143,13512.304882386168
12750.04406880221,12861.579784694803,13369.822591711243
12750.04406880221,12772.379798969463,12961.863516078112
12750.04406880221,12765.798547725313,12929.937712960296
12750.04406880221,13095.654143146512,13443.752615493191
12750.04406880221,12988.007864907413,13393.516546192506
12750.04406880221,12838.52911392735,13335.91851263679
12750.04406880221,12764.140151133583,12785.546734234329
12750.04406880221,12755.351631230895,12780.482601406346
