Best,Mean,Worst,Diversity
94.3765332640292,100.67197921305295,119.0432226329686,3661.685719216454
94.3765332640292,97.4259875998092,100.6979559414046,1485.3095460080688
94.16903938293765,95.83430648294866,98.16674088383614,1126.9876365450605
94.16903938293765,95.23910258108285,97.57693916408799,908.7148863001166
94.16903938293765,94.53845162175494,96.34045192173707,417.7951516883294
94.16696137784095,94.39052822548459,95.83430191845746,282.86907645256986
94.16696137784095,94.2210436886911,94.94449484238994,72.71604529156046
94.16696137784095,94.1811245722592,94.58003589874643,18.987640843712484
94.16696137784095,94.16919395228891,94.17709788610352,2.1456249440044814
94.16696137784095,98.6977048299959,101.38682020335374,347.6344799339572
94.16696137784095,97.17592112978443,99.53948022654752,359.0926161853986
94.16696137784095,96.05511067550707,98.18009824851106,249.1708494017846
94.16696137784095,95.48392071133632,96.73357391703115,158.60955526962329
94.16696137784095,95.09805501052176,96.38392276439333,158.52691384090275
94.16696137784095,97.95192016845928,99.88197868046,74.68643654029083
94.16696137784095,97.18504261819317,99.88197868046,97.15729466482126
94.16696137784095,95.17617999447378,97.54871003029257,57.886230557179815
94.16696137784095,94.81911112285768,97.54871003029257,40.1427740862522
94.16696137784095,94.29695325068458,95.0140132108942,10.4438844110243
