Best,Mean,Worst
4313023.028315447,4464694.17410168,4752561.473252497
4302063.477644103,4320970.592009103,4372790.364122734
4302063.477644103,4310663.608545014,4314869.274011437
4302063.477644103,4309377.419529178,4314869.274011437
4302063.477644103,4306496.258744591,4314002.244954465
4302063.477644103,4511069.255246395,4752561.473252497
4302063.477644103,4371008.010800938,4752561.473252497
4302063.477644103,4317798.072870789,4373080.932774818
4302063.477644103,4311192.047400212,4373080.932774818
4302063.477644103,4310644.069866645,4373080.932774818
4302063.477644103,4406824.609171834,4752561.473252497
4302063.477644103,4349180.412453059,4751176.964369314
4302063.477644103,4317470.299753162,4367003.604271837
4302063.477644103,4306545.219576542,4314002.244954465
4302063.477644103,4305351.342845505,4313023.028315447
