Best,Mean,Worst
317558.1012020733,318559.903250023,321590.4874021014
317558.1012020733,317570.9819998266,317597.78354025324
317551.0004618357,317563.19599643943,317574.70172957616
317551.0004618357,317560.59678928123,317573.0011830061
317551.0004618357,317557.0187150168,317562.9542291033
317551.0004618357,317553.40365266433,317561.99435678154
317551.0004618357,317980.97144517023,321683.3653494917
317551.0004618357,317766.77085989405,321510.2528933637
317551.0004618357,317564.7163682827,317580.86198180885
317551.0004618357,317559.1432028253,317573.70174350834
317551.0004618357,317556.0809734845,317573.70174350834
317551.0004618357,318189.9384348918,321713.50845548406
317551.0004618357,317571.7639441337,317585.80602580094
317551.0004618357,317565.90739690844,317580.86198180885
317551.0004618357,317559.8231567244,317573.0733211016
317551.0004618357,317556.66940672573,317573.0733211016
