Best,Mean,Worst
325242.22306572215,325344.9259765227,325611.96562276373
325239.84780018934,325307.3854629844,325384.7472399256
325239.84780018934,325277.3327874619,325384.7472399256
325239.6480634252,325258.81456656347,325337.08046909014
325239.6480634252,325246.7158554253,325261.6882461447
325239.6480634252,325242.7558079611,325253.793181985
325239.6480634252,325241.13869271794,325253.793181985
325239.6480634252,325385.8891214082,325616.85291506065
325239.6480634252,325302.8287860452,325616.85291506065
325239.6480634252,325265.06919567176,325388.0692786531
325239.6480634252,325255.9666625134,325343.40862852
325239.6480634252,325244.3475563453,325269.4641307591
325239.6480634252,325359.93011692737,325693.6049270943
325239.6480634252,325279.8370613345,325388.0692786531
325239.6480634252,325265.60371900356,325353.8165184868
325239.6480634252,325248.0677914729,325261.6882461447
325239.6480634252,325243.38482010487,325261.6882461447
