Best,Mean,Worst,Diversity
3342.163971063994,3355.7488830946213,3382.313904534451,2766.351819340408
3342.163971063994,3346.963559141298,3361.1917208446944,1093.7420491816833
3342.163971063994,3345.485361403068,3361.1917208446944,720.4873110644803
3342.163971063994,3343.3769931957495,3346.348814015642,308.2489584449204
3342.163971063994,3352.645051184512,3365.1760526461494,1898.714335438991
3342.163971063994,3346.767974165786,3364.2801921268874,1014.3637025518365
3342.159928217614,3343.996985183604,3349.4765338056477,440.6179321705963
3342.149437116812,3343.258859835931,3347.1747688887613,309.17959484504627
3342.149437116812,3342.834163901044,3345.762900437895,202.23375985787743
3342.149437116812,3342.551121599595,3345.762900437895,132.33598480340697
3342.149437116812,3352.2354106805724,3369.0903013369907,2200.739202957884
3342.149437116812,3346.4072298825595,3360.968650742232,1000.5921432446398
3342.149437116812,3344.098532390531,3355.462287178439,531.2400995912662
3342.149437116812,3343.1883168746017,3347.1712259764977,292.0544312820225
3342.149437116812,3354.171814528737,3368.4611931004447,2163.000235834162
3342.073459988533,3346.4720836098595,3363.7434454472696,1007.4169429266412
3342.073459988533,3345.3652516122834,3361.8714592146844,788.7857654428913
3342.073459988533,3343.147467526732,3347.3381547409545,285.1967171055662
3342.073459988533,3352.1621159837887,3365.5857427898072,1916.5271675576919
3342.073459988533,3345.457596367728,3363.3707607079914,786.7691322786964
3342.073459988533,3344.2304315311567,3347.7731586007712,472.74465597300605
3342.073459988533,3342.917656752847,3346.6648666064434,230.243287205235
