Best,Mean,Worst
316874.5396886236,317292.25100285374,318425.5922569579
316874.3452301848,317098.54093867977,318425.5922569579
316874.3452301848,316931.7874444669,317123.35649986885
316874.3452301848,316902.88084800617,317082.1660601629
316874.3452301848,316879.19349694625,316911.47149117984
316874.3452301848,316875.3933477505,316881.56980042026
316873.30246838357,316875.011572827,316881.56980042026
316870.24213503,316874.4992681642,316881.56980042026
316870.24213503,316873.8470545687,316881.56980042026
316870.24213503,316873.5754376302,316881.56980042026
316870.24213503,316873.1211748865,316881.56980042026
316870.24213503,316873.0191797392,316881.56980042026
316870.24213503,316872.61736768007,316877.8748032778
