Best,Mean,Worst,Diversity
16.147669154204337,17.050437250137787,18.982852097245804,185.10409305302508
16.10093474541337,16.55162994827211,17.513629705387206,102.78994232193489
16.074038004974877,16.270738358330654,17.0431146534471,47.73706725571742
16.074038004974877,16.15162898438198,16.481302144589225,17.461972347419938
16.06616785334273,16.126409360998508,16.254099166428436,10.290925901394964
16.06616785334273,16.101765189781567,16.18428262535841,6.720658727593676
16.06616785334273,16.080886302641566,16.11872660024052,3.074811090159514
16.06616785334273,16.071084898900768,16.086170764543326,1.1539855863789938
16.06616785334273,16.068423591101656,16.075991763197578,0.6102903194545419
16.06540971926059,16.067494216569976,16.075991763197578,0.4586064526783922
16.06540971926059,16.06687527286052,16.071385525442714,0.2770300161402375
16.06540971926059,16.06638467535155,16.071385525442714,0.19964857850668238
16.06540971926059,16.06619220626895,16.069810546037196,0.1863924105311412
16.06540971926059,16.066149194149695,16.069810546037196,0.18901812941534146
16.06540971926059,16.06579649456722,16.067793295089416,0.10293738210615899
16.065045492259152,16.065499184835296,16.067793295089416,0.07084135119502122
16.065045492259152,16.065252047318317,16.065534323427983,0.03842595232277546
16.065045492259152,16.065142779217886,16.065534323427983,0.029684504288276514
16.065045492259152,16.065045492259152,16.065045492259152,0.0
