Best,Mean,Worst
13081.055831949046,13381.500352686515,14043.937809260247
13071.217397934772,13204.438627764044,13946.558869560948
13051.167447515616,13140.555698102069,13432.971203206107
13051.002484391154,13110.366432036968,13404.244895177739
13051.002484391154,13090.431783876638,13280.184554040832
13050.02113007806,13079.073122855356,13280.184554040832
13049.892987803303,13078.26006831405,13280.184554040832
13049.892987803303,13076.451779863712,13280.184554040832
13049.892987803303,13076.233007757766,13280.184554040832
13049.892987803303,13076.208846229581,13280.184554040832
13049.892987803303,13075.652634678521,13280.184554040832
13049.892987803303,13075.078662110653,13280.184554040832
