Best,Mean,Worst
15.050905595480616,16.087759896585,17.9183658761256
15.050905595480616,15.459306659036837,16.175711387447727
15.002403806962887,15.391488292577582,16.175711387447727
14.960212408651065,15.161448479498123,16.10776510629321
14.957737627995341,15.116056390820807,15.98312380022755
14.957737627995341,15.006407776473003,15.27105585556565
14.957737627995341,14.990157228582628,15.246379691089551
14.957737627995341,14.975109654078505,15.080853695612062
14.957737627995341,14.966594875262818,15.053356346412304
14.957737627995341,14.963874264979946,15.053356346412304
