Best,Mean,Worst,Diversity
3320.950770107503,3342.1458198799346,3442.719606973879,21881.407047266053
3320.052385118507,3327.4881976174665,3402.3360306711484,7692.581415873535
3320.052385118507,3322.5883126231083,3335.892337145555,1608.8824962667968
3319.8648969981723,3321.4606043262365,3322.6107739977797,606.5217749463777
3319.8648969981723,3320.955429506225,3322.4684583366234,598.7387073777168
3319.8648969981723,3320.636075112134,3321.852993770088,589.8026752024457
3319.8648969981723,3320.1684196001966,3321.852993770088,341.4806772643283
3319.8648969981723,3330.290236566327,3356.538607626704,2335.4700583448953
3319.8648969981723,3326.5548012136155,3353.5680701832016,1470.611096412441
3319.8648969981723,3322.732113043227,3335.9331633776346,455.7483779748941
3319.8648969981723,3321.4812902981976,3323.9819410284244,209.92101844485023
3319.8648969981723,3321.3956952214603,3323.9819410284244,201.7410489660524
3319.8648969981723,3323.38454166081,3332.7724509055897,171.82434250309143
3319.8648969981723,3321.9177990963135,3324.417838821264,74.6228605348565
3319.8648969981723,3321.64257215253,3323.091175972894,58.170077009261604
3319.8648969981723,3321.1500403871178,3323.091175972894,63.32547708100765
3319.8648969981723,3320.3316036999954,3321.754036180846,29.71440086412531
