Best,Mean,Worst,Diversity
38029.882182834015,38568.01789936953,42262.6893401186,138314.13355575642
38029.882182834015,38212.855643238916,38550.88116991505,36327.06920388608
37941.31194549776,38072.228728218164,38381.094773916506,22737.676452208572
37940.153196105624,38013.03520054788,38123.782854887766,14591.725144931675
37940.153196105624,37985.87709970812,38106.98736080464,11442.790915099271
37940.153196105624,37975.969607692336,38106.98736080464,10255.777969180926
37940.153196105624,37963.81813203895,38106.98736080464,7946.173300062619
37940.153196105624,37956.19927452852,38106.98736080464,5730.745544810932
37940.153196105624,37955.873313784345,38106.98736080464,5651.896455729737
