Best,Mean,Worst
16.9199329789251,18.155316617887927,19.887671447444077
16.771469852825803,17.35082866936174,19.624888755377604
16.711706028577048,17.002510010076097,17.711529498675546
16.711706028577048,16.906638854813114,17.625755786702396
16.711706028577048,16.817880046186414,17.225502512351316
16.694328917129887,16.714373517294057,16.76138099425814
16.694328917129887,16.70180351723294,16.716827123062274
16.694328917129887,16.698143514918335,16.711706028577048
16.694328917129887,16.694471866528072,16.6950436641208
16.694328917129887,18.005552737216753,19.136798029878967
16.694328917129887,17.593166769196205,18.77587928639823
16.694328917129887,17.107570568648033,18.1267105026455
16.694328917129887,16.897068993083227,17.57017878520915
16.694328917129887,16.781044792450096,17.179121032382678
16.694328917129887,17.9043033344844,19.74223666918888
16.694328917129887,17.19891475869705,18.62984718964765
16.694328917129887,16.880409098144717,17.545507272026878
16.694328917129887,16.78665726443345,17.06232573388273
16.694328917129887,16.725851492016997,16.868568132774925
