Best,Mean,Worst
12757.678329545237,13126.955810001911,13575.560052948425
12757.678329545237,12912.182015367453,13531.810098503642
12751.38545196623,12850.025536071882,13397.65088963393
12751.38545196623,12794.893286787545,12970.427243493328
12750.04406880221,12779.321585090198,12969.953784386396
12750.04406880221,12775.706292326791,12969.953784386396
12750.04406880221,12774.74094618791,12969.953784386396
12750.04406880221,12774.28833418721,12969.953784386396
12750.04406880221,12763.201792591683,12969.559101681414
12750.04406880221,12763.056033839308,12969.559101681414
