Best,Mean,Worst
399.2332203015744,419.4797165040407,440.08729818079996
395.5577195144607,409.7403944523221,424.3877934739377
393.2787742698911,402.25113158973033,417.3148803537667
389.428765690647,397.2594381699473,406.97656601143876
388.32947516057743,394.5284535729913,399.9393626206777
388.041994619476,392.79928982694815,399.39168658951496
387.76066953406416,391.57637341328854,399.39168658951496
387.5124626100257,389.79284122330614,393.73012619588707
387.5124626100257,388.3823116760867,392.4834438648754
387.49952229560137,387.96892506795496,388.78017935339744
387.49952229560137,387.74418494287266,388.78017935339744
387.49952229560137,387.59581570654075,387.76066953406416
387.49952229560137,387.5395564906551,387.6923869814395
387.49952229560137,413.25892929569557,438.94823977636895
387.49952229560137,403.6638824791764,417.9487004522967
387.49952229560137,397.4712419340453,410.3700534294698
387.49952229560137,395.3145740093817,401.9381784593537
387.49952229560137,393.2000384707328,401.9381784593537
387.49952229560137,411.65407902848636,430.88114014569527
387.49952229560137,402.61031619595013,425.2496143804759
387.49952229560137,397.55535789429985,411.00200311612014
387.49952229560137,394.9101190954822,402.0824960301206
387.49952229560137,392.25262912442577,399.18830124104807
