Best,Mean,Worst,Diversity
534594.113890166,536425.315002355,539175.4389187996,439651.5300764282
534594.113890166,535052.6261997113,539175.4389187996,164829.00784313912
534594.113890166,534824.3192788952,539175.4389187996,87409.69947925548
534594.113890166,534594.113890166,534594.113890166,0.0
534594.113890166,536656.8492903487,539175.4389187996,453551.17783472466
534594.113890166,535281.8822131099,539175.4389187996,233795.66430899478
534594.113890166,534594.6834588149,534605.5052631416,216.43608653533738
534594.113890166,534594.113890166,534594.113890166,0.0
534594.113890166,536195.6791822745,539175.4389187996,416634.7920978047
534594.113890166,535280.5533138454,539175.4389187996,233351.42903775873
534594.113890166,534595.2530274636,534605.5052631416,410.0894271195866
534594.113890166,534594.113890166,534594.113890166,0.0
