Best,Mean,Worst
12646.275881777936,12970.335017991762,13716.578172773632
12646.275881777936,12749.573028203382,13321.275219222494
12646.275881777936,12676.561846052402,13028.120322676677
12646.275881777936,12650.709667541374,12659.9536892266
12644.876851131938,12648.366675541994,12652.068279680978
12644.876851131938,12646.526935007425,12651.118387580509
12644.876851131938,12645.289193850022,12647.013324265265
12644.876851131938,12644.923365121025,12645.227023625708
12644.876851131938,12644.886519586737,12645.070220227934
12644.876851131938,12644.876851131938,12644.876851131938
