Best,Mean,Worst
11850.325360874873,12212.96367407671,12888.072142773326
11848.410882466476,12112.57528630205,12756.066936807154
11848.320655988053,11983.688555705212,12269.865482302526
11846.688368922287,11926.288325377098,12212.116753252527
11846.688368922287,11866.153178409266,12151.541521467558
11846.688368922287,11859.31801762807,12046.874502055729
11846.688368922287,11848.400473414875,11850.325360874873
11846.688368922287,12180.343111225102,12798.994646210193
11846.688368922287,11968.24014039399,12720.06654775477
11846.688368922287,11891.078347648945,12416.28718652983
11846.688368922287,11850.242731025795,11856.868579473037
11846.688368922287,11848.23218836572,11853.071095194005
11846.688368922287,12196.203645259542,12802.56586009912
11846.688368922287,11999.292736617383,12709.861461197681
11846.688368922287,11896.837509448484,12045.719979028378
11846.688368922287,11852.807838299403,11863.978723756154
11846.688368922287,11851.212806990578,11862.010314602545
