Best,Mean,Worst
3122292.918923681,3122724.1890534116,3123108.328699462
3122292.918923681,3122528.1916900794,3123108.328699462
3122292.918923681,3122370.3464553324,3123108.328699462
3122292.918923681,3122362.491374719,3123108.328699462
3122292.918923681,3122316.4841655213,3122345.286127771
3122292.918923681,3122874.1792075452,3123108.328699462
3122292.918923681,3122645.2664360376,3123108.328699462
3122292.918923681,3122405.8802237124,3123108.328699462
3122292.918923681,3122365.1097349236,3123108.328699462
3122292.918923681,3122316.4841655213,3122345.286127771
3122292.918923681,3122762.3411819963,3123108.328699462
3122292.918923681,3122457.1241533193,3123108.328699462
3122292.918923681,3122365.109734924,3123108.328699462
3122292.918923681,3122319.102525727,3122345.286127771
3122292.918923681,3122311.247445113,3122345.286127771
