Best,Mean,Worst
13164.113095860746,13474.449279715927,14094.333154101401
13157.335004558185,13346.35596674422,14094.333154101401
13157.335004558185,13260.105251737428,13575.251511123235
13157.335004558185,13235.330816396421,13575.251511123235
13157.082828922817,13200.690755952635,13575.251511123235
13157.082828922817,13160.281132580287,13164.113095860746
13157.082828922817,13158.334046907363,13164.113095860746
13157.082828922817,13157.733655478625,13164.113095860746
13157.082828922817,13687.88671977416,14220.932144256683
13157.082828922817,13488.156748650823,14033.919792446519
13157.082828922817,13334.577506750526,13952.799401095222
13157.082828922817,13239.734298307632,13757.65608995118
13157.082828922817,13174.24753051236,13359.085275679543
13157.082828922817,13613.249192671396,14132.577674776965
13157.082828922817,13475.078713383977,14089.955635969633
13157.082828922817,13258.951979948344,13764.28474942502
13157.082828922817,13207.766295769345,13359.436695701745
13157.082828922817,13177.613381848769,13294.95612616165
