Best,Mean,Worst
484.9823407890872,506.79292327265864,529.7885480799664
483.3016967271058,493.33060929475187,506.14390029515926
480.07996203927513,486.4235459045143,497.10738433070543
476.95385055629845,483.63452980413257,489.7938185195969
476.95385055629845,480.57502059637545,484.6352037591462
475.1135689360555,479.373095843822,484.6352037591462
475.1135689360555,478.6347868877291,483.24425644807593
475.1135689360555,477.1571557017936,481.07799743994883
475.08658256890976,475.9744898184405,479.4416401409663
475.08658256890976,475.47625878239853,477.2948303816203
474.79390536320585,475.22686441654116,477.2948303816203
474.79390536320585,474.9144516257817,475.44876738049726
474.79390536320585,474.82317308377634,475.08658256890976
474.79390536320585,474.79390536320597,474.79390536320585
