Best,Mean,Worst,Diversity
114.60673976374655,121.77273095229597,127.24808329029808,746.2932703025815
113.86308411964883,116.90571044160644,124.71162445843163,525.0512464026358
113.0757766919607,114.93554009297809,118.72958728124574,343.1177990025686
113.0757766919607,113.85739821275425,114.99150404175259,134.39391942436566
113.04227773854083,113.37819569632794,114.55911469071961,78.69792984737664
113.04227773854083,113.25281471096642,113.69257355760942,40.8194884290897
113.04227773854083,113.15402438783374,113.54397391260844,29.319322599381067
113.04227773854083,113.09813396247856,113.54397391260844,18.217961487591936
113.04227773854083,120.90216376937266,125.64777082594159,700.0339098112468
113.04227773854083,116.44471422714552,122.73412583890541,551.004068129402
113.04227773854083,114.57959575848076,117.05690054717115,277.9123802043381
113.04227773854083,113.94812889082691,116.62274138576366,202.43681597569116
113.04227773854083,113.74572875928602,116.62274138576366,167.33140018214078
113.04227773854083,122.36522180815027,127.36222570494158,864.3072913192211
113.04227773854083,116.58235464884278,122.49120047759581,511.057345649141
113.04227773854083,114.78378229712439,119.29891794089995,338.6699635482713
113.04227773854083,113.95903809586999,119.29891794089995,239.13140493681448
113.04227773854083,113.35415638739228,114.35339129713964,61.96165269820149
