Best,Mean,Worst
324.5005880352571,338.5095797664321,354.3756430806773
313.99676383714194,327.003947141547,347.4327670898189
312.6482473712797,320.0546041146627,339.9946418523067
312.3952671914336,317.409511534957,323.39632144523296
312.35441422122994,315.86033748974864,320.9410634995761
312.35441422122994,314.5457027906158,320.9410634995761
312.3490612841691,314.2397160207265,320.9410634995761
312.3468095373806,314.10245622329114,320.9410634995761
312.3468095373806,314.041661187464,320.9410634995761
312.3309822905104,313.8251129094042,318.3110472688297
312.3309822905104,313.51424670706785,318.3110472688297
312.3309822905104,313.4956770830083,318.3110472688297
312.3309822905104,313.25873019177675,318.3110472688297
312.3309822905104,313.20389227722796,318.3110472688297
312.3309822905104,313.17827373946454,318.3110472688297
