Best,Mean,Worst
4807273573291372.0,4816713482853655.0,4889281148318453.0
4557524472569764.0,4787368924018332.0,4822512385495145.0
4557524472569764.0,4685091723048650.0,4812658973527539.0
4557524472569764.0,4608551372761317.0,4812658973527539.0
4557524472569764.0,4595794647713428.0,4812658973527539.0
4557524472569764.0,4774342928958635.0,4822512385495145.0
4557524472569764.0,4722823358168699.0,4812658973527539.0
4557524472569764.0,4659039732929255.0,4812658973527539.0
4557524472569764.0,4620769557785590.0,4812658973527539.0
4557524472569764.0,4557524472569762.0,4557524472569764.0
4557524472569764.0,4799094438444225.0,4812658973527539.0
4557524472569764.0,4747528998229053.0,4812658973527539.0
4557524472569764.0,4671527187965337.0,4812658973527539.0
4557524472569764.0,4607743562725893.0,4812658973527539.0
4557524472569764.0,4582499382641923.0,4807273573291372.0
