Best,Mean,Worst
388.4149055740911,406.8320971561639,422.979616105819
385.6010978813163,397.2495922953261,414.2124222013774
379.59022034726434,387.6421255475071,409.4507282481471
379.59022034726434,384.6188078684544,390.5033262999101
379.59022034726434,383.5829614261432,389.4629872432045
379.59022034726434,382.4719157495552,387.673182682397
378.47032630107526,381.3418573159771,387.1650151871303
378.31110562137576,380.5081694998723,384.093076516902
378.2277325176896,379.7369825978518,383.1665417983176
378.2100936131158,379.4674997806618,383.1665417983176
378.1892005111955,379.2086645046551,383.1665417983176
377.4131933323461,378.84357312335834,383.1665417983176
377.4131933323461,378.6296357074896,383.1665417983176
377.4131933323461,378.54454408344947,383.1665417983176
377.4131933323461,378.47420746543116,383.1665417983176
377.4131933323461,378.44825613338924,383.1665417983176
377.4131933323461,378.4354476288206,383.1665417983176
