Best,Mean,Worst
4424282531919921.5,4447708837654336.0,4448941801114042.0
4045552352417201.5,4384734493430397.5,4448941801114042.0
4045552352417201.5,4321760149206459.0,4448941801114042.0
4045552352417201.5,4180573842162565.0,4448941801114042.0
4045552352417201.5,4064488861392337.0,4424282531919921.5
4045552352417201.5,4423840474840375.0,4448941801114042.0
4045552352417201.5,4321760149206459.0,4448941801114042.0
4045552352417201.5,4238616332547678.5,4448941801114042.0
4045552352417201.5,4103594842802314.5,4448941801114042.0
4045552352417201.5,4045552352417201.0,4045552352417201.5
4045552352417201.5,4426306401759788.0,4448941801114042.0
4045552352417201.5,4385967456890104.0,4448941801114042.0
4045552352417201.5,4306522530610441.5,4448941801114042.0
4045552352417201.5,4164103260106841.0,4448941801114042.0
4045552352417201.5,4045552352417201.0,4045552352417201.5
