Best,Mean,Worst
441.8816659836869,462.9413841369329,483.27844945207823
441.8816659836869,454.8408884208196,470.56188421390414
440.89428643418626,449.31627245986783,458.584042854837
440.89428643418626,446.8096020113736,458.584042854837
437.1576913661943,442.71841250451536,458.584042854837
434.7792845880046,438.6295150210881,442.52105875657105
434.7792845880046,437.65670641755185,439.5022640703338
434.7792845880046,437.2516699813873,439.10105797317556
434.7792845880046,436.82066258684006,438.3015415060825
434.7792845880046,457.35262198526516,479.265347433321
434.7792845880046,448.3632098955378,460.53761773843814
434.7792845880046,445.7805956716579,456.31300284004317
434.7792845880046,442.0447063208461,452.66122178475604
434.7792845880046,439.91192303764245,452.66122178475604
434.7792845880046,459.28853938387226,479.07527192998464
434.7792845880046,451.8360608991732,466.9040514184473
434.7792845880046,447.226472682872,456.47081399343483
434.2701431291845,443.29818619768946,455.22779062830296
433.8983634910537,438.32595903189224,443.840361592225
432.59895267709686,435.5276710171988,438.1652643073304
432.59895267709686,434.7126520813857,437.94148843431117
432.5008043366448,433.9053445723954,435.3440765195785
432.5008043366448,433.266741551918,435.03611912723943
432.5008043366448,433.1373805119326,434.9355109227845
432.5008043366448,432.7950649978141,434.2701431291845
