Best,Mean,Worst,Diversity
324.5881250694454,340.02983739258076,363.12193577452666,2580.510289643597
315.0654191520123,330.09719344838084,358.179051577365,2298.3504230294957
314.4532753552107,322.10244024503623,346.11343410701,1361.9107218192746
313.98614729580294,318.20172874210186,324.2561108756495,646.8524261321907
313.33898345429026,316.63374023395727,321.50322942904836,572.0019770609333
313.23133397827473,314.60784223415595,318.1547268306463,268.8395348678006
311.99118862372467,313.6339587756394,314.8651787964743,161.68109289161742
311.88021892605536,312.7592739252323,314.0498786942255,158.27060036238527
311.75646762302017,312.49244698122294,313.5633002321913,126.47510698032562
311.75646762302017,312.20266434217,313.0865522419294,65.76210126512069
311.71325483385414,311.97464568826746,312.20566135799675,33.08584659390982
311.70352354737634,311.8833927083359,312.1372119985896,29.646659769468386
311.6981685673944,311.7503933443973,311.84560632330044,11.352233644253772
311.68272600391975,311.7235268131979,311.8370061368894,7.515403044587686
311.6676397374601,311.6909766764283,311.71325483385414,2.6357357391944447
311.6676397374601,311.68108152897577,311.71325483385414,2.81100086798466
311.6676397374601,311.6727306378707,311.6981685673944,1.3917414583252707
311.6676397374601,311.66873668949444,311.68272600391975,0.40313622458120335
311.6676397374601,311.66763973746015,311.6676397374601,0.0
