Best,Mean,Worst
3338620.0727055864,3357068.284576035,3379616.099084359
3338620.0727055864,3338846.075185963,3340880.0975093474
3338620.0727055864,3338846.075185963,3340880.0975093474
3338620.0727055864,3338620.0727055874,3338620.0727055864
3338620.0727055864,3347045.2804617183,3379616.099084359
3338620.0727055864,3342719.6753434646,3379616.099084359
3338620.0727055864,3342719.6753434646,3379616.099084359
3338620.0727055864,3340669.874024526,3379616.099084359
3338620.0727055864,3338620.0727055874,3338620.0727055864
3338620.0727055864,3355131.484497285,3379616.099084359
3338620.0727055864,3344995.4791427795,3379616.099084359
3338620.0727055864,3342832.6765836524,3379616.099084359
3338620.0727055864,3338733.073945775,3340880.0975093474
3338620.0727055864,3338620.0727055874,3338620.0727055864
